,Date,SPY
2158,2020-12-28,366.1368408203125
2159,2020-12-29,365.4383850097656
2160,2020-12-30,365.9597473144531
2161,2020-12-31,367.8191223144531
2162,2021-01-04,362.8116455078125
2163,2021-01-05,365.31048583984375
2164,2021-01-06,367.4944763183594
2165,2021-01-07,372.95452880859375
2166,2021-01-08,375.0794982910156
2167,2021-01-11,372.5511474609375
2168,2021-01-12,372.6298828125
2169,2021-01-13,373.6333312988281
2170,2021-01-14,372.32489013671875
2171,2021-01-15,369.6096496582031
2172,2021-01-19,372.5118103027344
2173,2021-01-20,377.6669006347656
2174,2021-01-21,378.01116943359375
2175,2021-01-22,376.6732177734375
2176,2021-01-25,378.15875244140625
2177,2021-01-26,377.5684814453125
2178,2021-01-27,368.3405456542969
2179,2021-01-28,371.50836181640625
2180,2021-01-29,364.0708923339844
2181,2021-02-01,370.13104248046875
2182,2021-02-02,375.36480712890625
2183,2021-02-03,375.6599426269531
2184,2021-02-04,379.9295654296875
2185,2021-02-05,381.4249267578125
